date,item_name,total_amount_sold
2023-07-06,BLACK VELVET,8401
2023-03-17,BLACK VELVET,4296
2024-08-20,BLACK VELVET,4092
2025-02-10,BLACK VELVET,2925
2025-01-05,BLACK VELVET,2027
2025-02-19,BLACK VELVET,5018
2024-02-16,BLACK VELVET,2426
2023-02-17,BLACK VELVET,5297
2023-11-02,BLACK VELVET,3463
2023-03-15,BLACK VELVET,2483
2025-05-18,BLACK VELVET,12
2024-11-20,BLACK VELVET,2723
2023-08-14,BLACK VELVET,3133
2024-06-03,BLACK VELVET,3372
2024-08-09,BLACK VELVET,3157
2024-04-10,BLACK VELVET,3113
2024-10-02,BLACK VELVET,3875
2024-09-08,BLACK VELVET,1670
2024-11-08,BLACK VELVET,3115
2023-07-27,BLACK VELVET,3090
2024-08-30,BLACK VELVET,3452
2025-01-12,BLACK VELVET,289
2024-10-28,BLACK VELVET,4396
2023-09-11,BLACK VELVET,3286
2023-10-31,BLACK VELVET,3964
2025-02-03,BLACK VELVET,3935
2024-08-08,BLACK VELVET,3043
2023-05-08,BLACK VELVET,4093
2023-08-16,BLACK VELVET,3376
2023-10-26,BLACK VELVET,2488
2024-09-25,BLACK VELVET,2701
2024-03-03,BLACK VELVET,422
2023-03-22,BLACK VELVET,3011
2024-07-28,BLACK VELVET,940
2024-10-08,BLACK VELVET,5565
2024-08-22,BLACK VELVET,2369
2024-08-28,BLACK VELVET,2543
2024-01-25,BLACK VELVET,3596
2023-04-18,BLACK VELVET,4016
2023-03-09,BLACK VELVET,3106
2025-05-13,BLACK VELVET,4872
2025-03-02,BLACK VELVET,288
2024-11-24,BLACK VELVET,709
2023-08-18,BLACK VELVET,5297
2023-09-22,BLACK VELVET,5868
2023-06-14,BLACK VELVET,3153
2025-05-22,BLACK VELVET,2830
2023-08-23,BLACK VELVET,3266
2025-04-20,BLACK VELVET,313
2025-03-19,BLACK VELVET,3269
2024-07-16,BLACK VELVET,5488
2024-02-28,BLACK VELVET,4787
2024-04-22,BLACK VELVET,2115
2024-03-05,BLACK VELVET,2553
2025-01-09,BLACK VELVET,2123
2023-09-27,BLACK VELVET,3260
2023-07-17,BLACK VELVET,5118
2023-09-18,BLACK VELVET,3497
2023-03-29,BLACK VELVET,2651
2024-01-23,BLACK VELVET,2863
2024-04-02,BLACK VELVET,4324
2024-08-18,BLACK VELVET,714
2023-10-13,BLACK VELVET,3805
2025-01-10,BLACK VELVET,3265
2025-03-25,BLACK VELVET,2968
2024-06-17,BLACK VELVET,2905
2023-06-19,BLACK VELVET,3693
2024-06-26,BLACK VELVET,3470
2024-08-26,BLACK VELVET,3389
2024-12-12,BLACK VELVET,4407
2023-01-24,BLACK VELVET,3772
2024-06-10,BLACK VELVET,3649
2024-07-09,BLACK VELVET,3733
2024-12-03,BLACK VELVET,4633
2023-11-18,BLACK VELVET,936
2024-11-10,BLACK VELVET,18
2025-02-23,BLACK VELVET,200
2024-04-18,BLACK VELVET,3333
2025-03-12,BLACK VELVET,2862
2024-11-11,BLACK VELVET,2834
2024-06-12,BLACK VELVET,3300
2024-10-07,BLACK VELVET,3954
2023-12-05,BLACK VELVET,7466
2025-03-27,BLACK VELVET,2140
2025-03-16,BLACK VELVET,223
2025-04-17,BLACK VELVET,3030
2025-04-23,BLACK VELVET,4310
2024-02-12,BLACK VELVET,2969
2023-11-15,BLACK VELVET,3508
2023-06-09,BLACK VELVET,4575
2024-08-21,BLACK VELVET,3345
2024-02-13,BLACK VELVET,3346
2024-06-28,BLACK VELVET,2739
2025-01-20,BLACK VELVET,2608
2024-02-25,BLACK VELVET,3953
2023-12-27,BLACK VELVET,5567
2023-05-15,BLACK VELVET,4410
2023-03-03,BLACK VELVET,5717
2025-04-16,BLACK VELVET,2834
2024-07-03,BLACK VELVET,6944
2023-01-11,BLACK VELVET,2559
2024-10-23,BLACK VELVET,3446
2024-08-23,BLACK VELVET,3279
2023-08-25,BLACK VELVET,5364
2023-10-15,BLACK VELVET,2154
2023-09-01,BLACK VELVET,5624
2023-06-16,BLACK VELVET,4839
2023-09-02,BLACK VELVET,8
2023-04-24,BLACK VELVET,3402
2023-04-07,BLACK VELVET,4180
2024-07-01,BLACK VELVET,3571
2023-01-08,BLACK VELVET,2464
2023-08-11,BLACK VELVET,4243
2023-10-30,BLACK VELVET,5707
2025-05-01,BLACK VELVET,3346
2023-05-23,BLACK VELVET,10273
2023-05-02,BLACK VELVET,7810
2025-01-07,BLACK VELVET,3013
2024-06-09,BLACK VELVET,1409
2024-06-20,BLACK VELVET,3472
2025-04-28,BLACK VELVET,2563
2025-04-22,BLACK VELVET,5586
2023-12-22,BLACK VELVET,5253
2023-05-22,BLACK VELVET,5891
2023-11-06,BLACK VELVET,1518
2024-03-24,BLACK VELVET,621
2023-06-08,BLACK VELVET,3109
2025-05-11,BLACK VELVET,153
2024-01-30,BLACK VELVET,4877
2023-01-30,BLACK VELVET,4012
2025-04-24,BLACK VELVET,2792
2023-03-06,BLACK VELVET,3537
2024-10-01,BLACK VELVET,4908
2025-03-03,BLACK VELVET,2464
2023-04-21,BLACK VELVET,4558
2024-12-09,BLACK VELVET,5999
2023-08-29,BLACK VELVET,5281
2023-11-22,BLACK VELVET,4118
2024-08-13,BLACK VELVET,2577
2023-05-18,BLACK VELVET,3354
2025-02-18,BLACK VELVET,4070
2024-01-24,BLACK VELVET,3105
2024-08-06,BLACK VELVET,3335
2024-12-15,BLACK VELVET,1965
2024-10-22,BLACK VELVET,4091
2024-01-26,BLACK VELVET,2548
2023-03-07,BLACK VELVET,3756
2024-06-30,BLACK VELVET,569
2024-09-20,BLACK VELVET,3840
2023-09-07,BLACK VELVET,10448
2023-12-04,BLACK VELVET,1571
2023-06-23,BLACK VELVET,5150
2024-01-08,BLACK VELVET,3284
2023-04-10,BLACK VELVET,3883
2024-02-18,BLACK VELVET,711
2023-11-21,BLACK VELVET,5246
2024-09-18,BLACK VELVET,4731
2023-09-04,BLACK VELVET,72
2024-08-29,BLACK VELVET,3213
2023-06-15,BLACK VELVET,3470
2024-04-29,BLACK VELVET,2604
2024-01-11,BLACK VELVET,2349
2025-02-16,BLACK VELVET,308
2023-12-01,BLACK VELVET,4171
2023-11-13,BLACK VELVET,1746
2024-05-13,BLACK VELVET,2945
2024-03-21,BLACK VELVET,3294
2023-06-30,BLACK VELVET,5461
2024-08-19,BLACK VELVET,3313
2024-01-02,BLACK VELVET,3744
2025-05-04,BLACK VELVET,345
2024-11-22,BLACK VELVET,3899
2025-02-06,BLACK VELVET,5763
2024-03-20,BLACK VELVET,3254
2023-08-07,BLACK VELVET,3348
2024-06-18,BLACK VELVET,5094
2025-05-15,BLACK VELVET,2308
2024-11-06,BLACK VELVET,3218
2023-03-27,BLACK VELVET,3110
2023-12-13,BLACK VELVET,4781
2024-12-26,BLACK VELVET,4766
2023-04-13,BLACK VELVET,3042
2023-01-12,BLACK VELVET,3176
2023-02-22,BLACK VELVET,4181
2024-12-18,BLACK VELVET,4444
2025-04-02,BLACK VELVET,5583
2023-01-02,BLACK VELVET,74
2025-03-13,BLACK VELVET,2612
2023-12-20,BLACK VELVET,4123
2024-11-26,BLACK VELVET,6022
2023-02-23,BLACK VELVET,10010
2023-09-29,BLACK VELVET,4944
2023-07-14,BLACK VELVET,5109
2023-01-10,BLACK VELVET,3816
2024-09-13,BLACK VELVET,3934
2025-02-05,BLACK VELVET,6701
2023-10-06,BLACK VELVET,5194
2024-05-10,BLACK VELVET,4443
2024-01-14,BLACK VELVET,2412
2024-06-04,BLACK VELVET,5016
2024-10-06,BLACK VELVET,509
2023-03-02,BLACK VELVET,2004
2024-10-20,BLACK VELVET,1411
2024-08-04,BLACK VELVET,464
2024-09-04,BLACK VELVET,4856
2024-05-22,BLACK VELVET,3868
2023-10-23,BLACK VELVET,3530
2025-03-07,BLACK VELVET,3762
2025-01-03,BLACK VELVET,2739
2024-01-16,BLACK VELVET,4821
2023-12-30,BLACK VELVET,3127
2023-10-12,BLACK VELVET,3214
2024-05-23,BLACK VELVET,5702
2024-09-16,BLACK VELVET,3420
2023-02-09,BLACK VELVET,8542
2024-07-25,BLACK VELVET,2791
2024-01-22,BLACK VELVET,3909
2025-03-31,BLACK VELVET,3278
2024-09-29,BLACK VELVET,680
2023-10-20,BLACK VELVET,2376
2025-05-29,BLACK VELVET,3783
2024-02-21,BLACK VELVET,4552
2024-06-13,BLACK VELVET,2808
2025-04-03,BLACK VELVET,3609
2024-11-29,BLACK VELVET,4373
2025-04-30,BLACK VELVET,4345
2024-01-10,BLACK VELVET,3742
2023-05-01,BLACK VELVET,5031
2025-02-17,BLACK VELVET,3357
2024-11-09,BLACK VELVET,1976
2024-03-12,BLACK VELVET,4191
2024-12-24,BLACK VELVET,3598
2023-07-26,BLACK VELVET,4921
2024-08-14,BLACK VELVET,3843
2025-03-23,BLACK VELVET,117
2025-04-27,BLACK VELVET,208
2023-10-17,BLACK VELVET,6524
2023-12-29,BLACK VELVET,4049
2023-06-28,BLACK VELVET,3617
2024-06-05,BLACK VELVET,3502
2025-03-05,BLACK VELVET,1047
2024-04-14,BLACK VELVET,1615
2025-02-24,BLACK VELVET,4297
2025-04-13,BLACK VELVET,292
2023-06-29,BLACK VELVET,5044
2024-10-17,BLACK VELVET,2779
2023-11-09,BLACK VELVET,3986
2023-01-09,BLACK VELVET,3342
2023-11-23,BLACK VELVET,684
2024-12-02,BLACK VELVET,4349
2023-07-19,BLACK VELVET,3259
2023-07-21,BLACK VELVET,6154
2023-09-09,BLACK VELVET,6114
2023-05-21,BLACK VELVET,36
2024-02-06,BLACK VELVET,7630
2024-05-29,BLACK VELVET,5847
2024-10-27,BLACK VELVET,1175
2025-03-30,BLACK VELVET,231
2023-10-11,BLACK VELVET,4756
2025-01-26,BLACK VELVET,107
2024-12-28,BLACK VELVET,2367
2024-07-07,BLACK VELVET,1417
2024-12-05,BLACK VELVET,5096
2023-11-07,BLACK VELVET,4431
2024-04-11,BLACK VELVET,3496
2024-04-04,BLACK VELVET,2914
2025-05-06,BLACK VELVET,4746
2023-05-11,BLACK VELVET,4104
2023-06-22,BLACK VELVET,2784
2023-04-20,BLACK VELVET,3067
2024-04-09,BLACK VELVET,3875
2024-10-16,BLACK VELVET,3330
2024-07-05,BLACK VELVET,3066
2024-05-09,BLACK VELVET,4384
2024-03-06,BLACK VELVET,3180
2024-08-16,BLACK VELVET,3240
2024-04-15,BLACK VELVET,2931
2023-02-28,BLACK VELVET,3564
2023-03-24,BLACK VELVET,4779
2023-07-08,BLACK VELVET,3891
2023-11-14,BLACK VELVET,5364
2024-08-25,BLACK VELVET,978
2023-07-13,BLACK VELVET,2899
2025-02-21,BLACK VELVET,4834
2023-11-03,BLACK VELVET,3163
2023-04-17,BLACK VELVET,3408
2024-12-23,BLACK VELVET,2570
2023-06-06,BLACK VELVET,5297
2024-07-31,BLACK VELVET,2697
2024-03-26,BLACK VELVET,4911
2023-08-03,BLACK VELVET,2488
2024-01-03,BLACK VELVET,3810
2024-02-14,BLACK VELVET,5693
2023-09-05,BLACK VELVET,4135
2023-02-06,BLACK VELVET,7127
2023-05-12,BLACK VELVET,5833
2025-01-17,BLACK VELVET,2812
2023-07-23,BLACK VELVET,18
2024-11-01,BLACK VELVET,4079
2023-01-15,BLACK VELVET,24
2023-01-06,BLACK VELVET,2614
2023-08-17,BLACK VELVET,2778
2024-02-02,BLACK VELVET,4396
2023-03-31,BLACK VELVET,4961
2023-06-20,BLACK VELVET,4588
2025-03-10,BLACK VELVET,2474
2024-07-17,BLACK VELVET,5098
2023-06-03,BLACK VELVET,4097
2024-11-05,BLACK VELVET,3833
2023-02-24,BLACK VELVET,8313
2024-02-05,BLACK VELVET,4315
2024-02-26,BLACK VELVET,4431
2023-07-20,BLACK VELVET,2180
2024-02-09,BLACK VELVET,3837
2025-01-06,BLACK VELVET,3953
2024-06-21,BLACK VELVET,3475
2024-03-15,BLACK VELVET,2953
2023-09-21,BLACK VELVET,2934
2024-09-30,BLACK VELVET,3635
2024-06-01,BLACK VELVET,2856
2023-05-09,BLACK VELVET,6475
2024-08-05,BLACK VELVET,3161
2025-05-21,BLACK VELVET,3480
2024-04-12,BLACK VELVET,2374
2023-01-04,BLACK VELVET,3450
2023-03-13,BLACK VELVET,3257
2024-12-27,BLACK VELVET,3578
2025-01-19,BLACK VELVET,1290
2023-03-08,BLACK VELVET,3081
2023-06-05,BLACK VELVET,2401
2023-05-04,BLACK VELVET,4391
2025-01-13,BLACK VELVET,2823
2025-05-16,BLACK VELVET,5831
2023-11-27,BLACK VELVET,2650
2023-05-10,BLACK VELVET,3699
2024-07-19,BLACK VELVET,771
2023-11-10,BLACK VELVET,1331
2025-04-14,BLACK VELVET,2676
2023-01-16,BLACK VELVET,2879
2023-02-01,BLACK VELVET,5018
2024-01-18,BLACK VELVET,2449
2023-12-09,BLACK VELVET,5386
2024-10-11,BLACK VELVET,4050
2024-09-02,BLACK VELVET,1238
2024-06-14,BLACK VELVET,4249
2024-12-16,BLACK VELVET,2349
2023-01-17,BLACK VELVET,3616
2023-06-21,BLACK VELVET,3633
2025-01-30,BLACK VELVET,2034
2023-12-26,BLACK VELVET,2021
2024-07-29,BLACK VELVET,2969
2024-06-24,BLACK VELVET,2000
2024-04-21,BLACK VELVET,854
2024-05-07,BLACK VELVET,9485
2024-03-19,BLACK VELVET,3864
2023-11-19,BLACK VELVET,2745
2023-02-13,BLACK VELVET,5469
2025-03-06,BLACK VELVET,3315
2023-08-22,BLACK VELVET,3644
2024-03-11,BLACK VELVET,2935
2025-04-06,BLACK VELVET,674
2024-11-13,BLACK VELVET,2991
2023-11-24,BLACK VELVET,4176
2025-02-20,BLACK VELVET,2883
2024-09-22,BLACK VELVET,296
2024-10-04,BLACK VELVET,4699
2025-04-21,BLACK VELVET,2860
2024-06-19,BLACK VELVET,2691
2024-03-10,BLACK VELVET,1710
2024-09-15,BLACK VELVET,615
2024-11-17,BLACK VELVET,855
2023-05-05,BLACK VELVET,10560
2023-12-19,BLACK VELVET,5736
2024-02-19,BLACK VELVET,5459
2023-05-31,BLACK VELVET,7198
2023-05-30,BLACK VELVET,4280
2023-02-27,BLACK VELVET,4197
2023-06-07,BLACK VELVET,3117
2023-08-08,BLACK VELVET,3158
2025-01-27,BLACK VELVET,3652
2023-09-26,BLACK VELVET,6788
2025-02-25,BLACK VELVET,5086
2024-05-03,BLACK VELVET,10061
2024-04-17,BLACK VELVET,4187
2024-04-23,BLACK VELVET,3726
2024-09-09,BLACK VELVET,4990
2024-12-21,BLACK VELVET,1929
2025-02-27,BLACK VELVET,2290
2025-01-14,BLACK VELVET,3002
2024-07-08,BLACK VELVET,4028
2024-02-11,BLACK VELVET,2964
2023-11-17,BLACK VELVET,4607
2023-01-27,BLACK VELVET,6252
2023-10-16,BLACK VELVET,3353
2023-10-19,BLACK VELVET,5115
2024-09-03,BLACK VELVET,5298
2024-08-02,BLACK VELVET,3784
2025-04-25,BLACK VELVET,4158
2023-12-14,BLACK VELVET,3653
2023-03-23,BLACK VELVET,3349
2024-12-29,BLACK VELVET,1316
2024-05-24,BLACK VELVET,2967
2023-06-12,BLACK VELVET,3102
2024-12-01,BLACK VELVET,413
2025-05-09,BLACK VELVET,4077
2024-07-04,BLACK VELVET,4660
2024-03-17,BLACK VELVET,1774
2023-12-18,BLACK VELVET,4438
2025-04-08,BLACK VELVET,6524
2024-05-27,BLACK VELVET,2403
2023-02-15,BLACK VELVET,3813
2023-07-11,BLACK VELVET,4630
2025-04-10,BLACK VELVET,2807
2023-02-12,BLACK VELVET,48
2023-07-05,BLACK VELVET,5216
2024-10-30,BLACK VELVET,6718
2024-06-11,BLACK VELVET,3827
2023-11-11,BLACK VELVET,2851
2024-11-12,BLACK VELVET,3682
2024-06-23,BLACK VELVET,1062
2023-09-28,BLACK VELVET,2962
2025-04-01,BLACK VELVET,4518
2023-07-31,BLACK VELVET,2899
2024-06-07,BLACK VELVET,3776
2024-08-01,BLACK VELVET,3727
2024-10-09,BLACK VELVET,6026
2023-05-17,BLACK VELVET,4502
2025-05-19,BLACK VELVET,3263
2023-02-07,BLACK VELVET,12513
2024-06-02,BLACK VELVET,1457
2024-01-07,BLACK VELVET,652
2024-04-24,BLACK VELVET,3090
2023-07-03,BLACK VELVET,4404
2025-05-08,BLACK VELVET,2760
2024-08-15,BLACK VELVET,2461
2023-11-05,BLACK VELVET,2032
2024-01-28,BLACK VELVET,682
2024-05-19,BLACK VELVET,971
2023-10-22,BLACK VELVET,2216
2024-03-14,BLACK VELVET,3258
2025-02-11,BLACK VELVET,4707
2023-09-12,BLACK VELVET,5310
2025-03-26,BLACK VELVET,2798
2024-11-03,BLACK VELVET,851
2023-05-26,BLACK VELVET,5881
2025-05-23,BLACK VELVET,4924
2025-04-11,BLACK VELVET,4571
2024-05-20,BLACK VELVET,3543
2023-12-08,BLACK VELVET,865
2025-03-20,BLACK VELVET,2372
2025-03-11,BLACK VELVET,4300
2024-09-19,BLACK VELVET,4319
2025-03-04,BLACK VELVET,4075
2024-02-07,BLACK VELVET,6009
2024-07-24,BLACK VELVET,3487
2023-04-12,BLACK VELVET,2806
2023-06-02,BLACK VELVET,3014
2024-12-30,BLACK VELVET,2437
2023-01-29,BLACK VELVET,126
2024-12-22,BLACK VELVET,438
2023-08-30,BLACK VELVET,2570
2023-03-30,BLACK VELVET,1863
2024-03-13,BLACK VELVET,2573
2024-02-20,BLACK VELVET,3732
2024-02-23,BLACK VELVET,2719
2024-12-10,BLACK VELVET,5976
2023-09-13,BLACK VELVET,5346
2025-01-16,BLACK VELVET,1536
2024-12-20,BLACK VELVET,3270
2024-11-19,BLACK VELVET,3392
2023-02-08,BLACK VELVET,6712
2025-03-09,BLACK VELVET,110
2023-10-05,BLACK VELVET,3369
2023-04-06,BLACK VELVET,3071
2024-10-03,BLACK VELVET,4043
2024-05-08,BLACK VELVET,4408
2023-08-02,BLACK VELVET,2819
2024-10-29,BLACK VELVET,7887
2024-02-15,BLACK VELVET,3532
2024-03-25,BLACK VELVET,2992
2025-02-02,BLACK VELVET,393
2023-04-26,BLACK VELVET,3982
2023-04-03,BLACK VELVET,3086
2024-01-09,BLACK VELVET,3159
2024-07-22,BLACK VELVET,4301
2024-12-17,BLACK VELVET,5215
2023-08-31,BLACK VELVET,3757
2024-10-13,BLACK VELVET,504
2024-12-19,BLACK VELVET,5332
2024-05-15,BLACK VELVET,4839
2025-05-30,BLACK VELVET,3822
2025-01-22,BLACK VELVET,3143
2025-05-20,BLACK VELVET,4980
2025-05-12,BLACK VELVET,2090
2024-01-17,BLACK VELVET,3862
2024-10-18,BLACK VELVET,4761
2024-04-28,BLACK VELVET,932
2024-01-21,BLACK VELVET,460
2024-08-07,BLACK VELVET,2473
2025-03-14,BLACK VELVET,3819
2024-01-01,BLACK VELVET,12
2024-01-05,BLACK VELVET,4101
2025-01-21,BLACK VELVET,2938
2025-01-23,BLACK VELVET,2617
2024-02-01,BLACK VELVET,2773
2023-10-02,BLACK VELVET,4413
2024-05-30,BLACK VELVET,3902
2024-09-17,BLACK VELVET,4545
2025-03-21,BLACK VELVET,3755
2024-12-31,BLACK VELVET,3132
2024-07-11,BLACK VELVET,2426
2024-08-27,BLACK VELVET,3461
2024-07-26,BLACK VELVET,3401
2023-12-10,BLACK VELVET,2026
2024-05-14,BLACK VELVET,7022
2023-10-18,BLACK VELVET,2659
2025-01-08,BLACK VELVET,2301
2023-06-26,BLACK VELVET,1527
2023-02-03,BLACK VELVET,9367
2024-04-19,BLACK VELVET,3034
2024-02-29,BLACK VELVET,3004
2024-05-12,BLACK VELVET,2036
2023-08-28,BLACK VELVET,1519
2024-10-31,BLACK VELVET,3186
2023-08-03,FIREBALL CINNAMON WHISKEY,9416
2024-02-21,FIREBALL CINNAMON WHISKEY,12871
2024-10-09,FIREBALL CINNAMON WHISKEY,10007
2023-08-16,FIREBALL CINNAMON WHISKEY,9396
2024-08-29,FIREBALL CINNAMON WHISKEY,11248
2024-03-12,FIREBALL CINNAMON WHISKEY,12245
2024-08-30,FIREBALL CINNAMON WHISKEY,13152
2024-06-18,FIREBALL CINNAMON WHISKEY,14966
2023-08-14,FIREBALL CINNAMON WHISKEY,13222
